/* DATA DESCRIPTION:
Citation:	Hennekam, Rick; Van der Bolt, Bregje; Van Nes, Egbert H; de Lange, Gert J; Scheffer, Marten; Reichart, Gert-Jan (2020): Calibrated XRF-scanning data (mm resolution) for elements Al, Ba, Mo, Ti, and U in Mediterranean core 64PE406-E1. PANGAEA, https://doi.org/10.1594/PANGAEA.923191, 
	In: Hennekam, R et al. (2020): Calibrated XRF-scanning data (mm resolution) and calibration data (ICP-OES and ICP-MS) for elements Al, Ba, Mo, Ti, and U in Mediterranean cores MS21, MS66, and 64PE406E1. PANGAEA, https://doi.org/10.1594/PANGAEA.923197
Keyword(s):	geochemistry; Mediterranean Sea; sapropels; trace elements; XRF-scanning
Project(s):	Geochemical scanning of climate change analogues to assess future hypoxia in restricted basins (SCANALOGUE) (URI: https://www.nioz.nl/en/research/projects/4267-0)
Coverage:	LATITUDE: 33.301670 * LONGITUDE: 33.395000
	MINIMUM DEPTH, sediment/rock: 0.011 m * MAXIMUM DEPTH, sediment/rock: 7.736 m
Event(s):	64PE406-E1 * LATITUDE: 33.301670 * LONGITUDE: 33.395000 * ELEVATION: -1760.0 m * CAMPAIGN: 64PE406 (NESSC EAST MED) (URI: http://melia.nioz.nl/phptoweb/core/melia-core.php?script=viewcruise.inc&crid=64PE406) * BASIS: Pelagia (URI: https://www.nioz.nl/en/facilities/research-vessels/RV-pelagia) * METHOD/DEVICE: Piston corer (PC)
Parameter(s):	AGE [ka BP] (Age) * GEOCODE * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com)
	DEPTH, sediment/rock [m] (Depth) * GEOCODE * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com)
	Aluminium [mg/kg] (Al) * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com) * METHOD/DEVICE: X-ray fluorescence (XRF)
	Barium [mg/kg] (Ba) * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com) * METHOD/DEVICE: X-ray fluorescence (XRF)
	Molybdenum [mg/kg] (Mo) * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com) * METHOD/DEVICE: X-ray fluorescence (XRF)
	Titanium [mg/kg] (Ti) * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com) * METHOD/DEVICE: X-ray fluorescence (XRF)
	Uranium [mg/kg] (U) * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com) * METHOD/DEVICE: X-ray fluorescence (XRF)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	38360 data points
*/
Age [ka BP]	Depth [m]	Al [mg/kg]	Ba [mg/kg]	Mo [mg/kg]	Ti [mg/kg]	U [mg/kg]
153.907	4.481	42243.398	273.401	1.432	2879.687	1.898
153.940	4.482	40758.227	299.994	3.074	2884.887	1.378
153.974	4.483	42114.633	293.494	3.201	3088.781	0.898
154.007	4.484	41774.272	301.735	1.276	3064.544	0.938
154.041	4.485	42954.448	239.729	1.433	2978.329	0.771
154.075	4.486	42807.582	209.093	1.698	3117.706	0.549
154.108	4.487	43143.308	174.929	1.667	2959.851	0.945
154.137	4.488	43263.844	180.800	0.667	3166.338	0.769
154.166	4.489	41781.830	172.287	2.098	3133.415	0.414
154.196	4.490	42035.032	174.964	1.643	3356.558	0.921
154.225	4.491	40590.455	190.490	1.588	3188.674	1.997
154.254	4.492	40470.752	220.299	1.545	3191.863	1.339
154.283	4.493	40158.472	224.418	2.557	3240.701	2.882
154.312	4.494	42379.115	214.469	2.098	3282.072	3.020
154.341	4.495	39381.833	183.243	1.743	3291.259	1.937
154.370	4.496	40748.044	190.165	1.792	3266.349	1.789
154.399	4.497	43177.535	183.952	1.080	3232.367	1.203
154.428	4.498	42554.236	191.965	1.587	3421.208	3.122
154.457	4.499	41977.667	194.163	0.981	3529.658	1.692
154.487	4.500	43250.930	171.197	1.373	3597.103	1.969
154.516	4.501	42484.956	195.638	1.806	3514.278	2.121
154.545	4.502	40979.654	179.383	2.186	3529.717	2.211
154.574	4.503	41611.817	229.460	2.866	3399.367	1.743
154.603	4.504	42111.996	182.453	2.365	3774.645	0.761
154.632	4.505	41313.763	161.583	1.825	3602.801	2.397
154.661	4.506	40456.961	172.854	1.877	3397.328	2.097
154.690	4.507	40393.832	134.276	1.626	3655.541	1.472
154.719	4.508	41495.401	172.622	1.658	3785.518	0.998
154.748	4.509	43108.586	159.491	2.503	3707.479	3.191
154.778	4.510	41912.827	156.036	1.288	3547.748	2.615
154.807	4.511	40742.416	152.778	1.852	3488.662	1.513
154.836	4.512	41614.787	249.464	2.771	3679.744	3.443
154.865	4.513	39552.093	280.021	3.145	3318.474	2.840
154.894	4.514	39083.901	293.925	3.518	3361.451	3.955
154.923	4.515	38135.731	265.144	1.991	3365.268	2.519
154.952	4.516	40478.322	261.008	3.258	3815.636	3.777
154.981	4.517	41718.170	230.035	1.882	3702.000	2.962
155.010	4.518	41313.442	218.904	1.744	3634.142	2.779
155.039	4.519	40178.851	251.886	2.070	3804.247	4.370
155.069	4.520	40612.282	219.314	1.871	3556.258	3.479
155.098	4.521	41039.040	198.955	3.172	3846.648	2.776
155.127	4.522	41083.709	245.744	1.997	3848.071	4.229
155.156	4.523	41060.000	210.843	1.810	3753.479	1.586
155.185	4.524	43338.310	206.464	1.917	3859.761	2.089
155.214	4.525	43078.168	173.994	2.402	3887.769	1.248
155.243	4.526	43608.873	148.337	1.708	3830.074	1.560
155.272	4.527	45682.718	157.618	1.431	4103.048	1.768
155.301	4.528	42876.859	155.042	1.610	3911.829	2.767
155.330	4.529	43852.526	171.749	1.817	3977.151	3.313
155.360	4.530	43727.504	179.234	2.006	3852.210	3.561
155.389	4.531	42476.500	170.388	2.013	3819.298	1.496
155.418	4.532	42705.760	207.460	1.004	3649.369	4.127
155.447	4.533	41403.506	224.282	2.822	3815.722	2.201
155.476	4.534	43334.476	224.613	2.113	3842.327	5.294
155.505	4.535	42010.012	175.264	2.689	3810.102	3.389
155.534	4.536	40860.933	207.178	1.315	3647.929	2.008
155.563	4.537	40196.030	219.143	1.763	3573.851	3.970
155.592	4.538	39242.513	156.281	1.879	3632.379	1.607
155.621	4.539	42474.334	244.856	2.217	3676.528	2.901
155.651	4.540	41598.164	137.981	1.921	4009.612	1.893
155.680	4.541	42397.159	211.842	1.839	3773.686	3.942
155.709	4.542	41961.491	233.070	2.189	3812.847	2.336
155.738	4.543	41686.456	218.612	2.560	3593.479	1.922
155.767	4.544	41964.498	219.373	2.028	3770.286	3.370
155.796	4.545	42171.114	255.731	1.595	3751.452	3.405
155.825	4.546	40714.060	195.581	1.537	3731.877	2.543
155.854	4.547	41975.356	237.040	1.847	3840.937	1.485
155.883	4.548	40795.473	239.274	2.913	3934.143	3.174
155.912	4.549	42510.994	216.848	3.928	3910.854	3.158
155.942	4.550	42894.090	253.402	2.458	3854.706	3.522
155.971	4.551	41509.506	206.149	2.378	3865.834	2.182
156.000	4.552	41404.266	220.491	2.048	3648.748	3.234
156.029	4.553	40922.968	200.454	2.227	3724.842	3.093
156.058	4.554	40598.157	170.223	1.856	3753.060	1.533
156.087	4.555	42128.266	167.551	2.559	3619.479	1.723
156.116	4.556	42269.119	169.887	3.196	3813.114	2.767
156.145	4.557	41765.920	266.952	1.644	3763.737	3.142
156.174	4.558	41992.428	149.650	1.459	3895.265	1.418
156.203	4.559	42447.251	235.769	2.883	3692.115	5.739
156.233	4.560	43290.477	183.571	1.758	3722.165	3.644
156.262	4.561	42316.498	202.255	1.999	3718.226	1.941
156.291	4.562	43623.707	197.433	2.613	3894.165	1.221
156.320	4.563	44602.377	215.136	3.115	3797.625	3.863
156.349	4.564	41372.883	168.211	1.324	3561.760	1.614
156.378	4.565	40798.612	258.052	1.905	3611.672	1.880
156.407	4.566	42005.808	221.268	2.479	3755.807	2.994
156.436	4.567	42281.452	223.587	1.349	3705.444	2.596
156.465	4.568	43591.309	189.236	2.342	3721.789	4.162
156.494	4.569	43791.600	211.126	4.608	3868.870	3.622
156.524	4.570	43001.492	224.380	2.481	3760.430	2.542
156.553	4.571	41513.084	223.466	1.954	3606.506	2.220
156.582	4.572	41604.612	238.003	2.957	3642.066	1.974
156.611	4.573	40796.161	216.499	2.774	3517.650	1.740
156.640	4.574	42126.601	233.785	2.138	3651.978	2.515
156.669	4.575	40490.814	217.044	1.777	3569.384	1.894
156.698	4.576	42535.766	260.291	3.123	3487.520	3.516
156.727	4.577	41753.838	224.188	3.280	3644.554	3.210
156.756	4.578	40799.562	191.292	5.112	3578.941	2.709
156.785	4.579	38789.276	204.208	3.653	3431.913	2.785
156.815	4.580	37236.184	192.675	4.414	3463.284	2.678
156.844	4.581	38981.736	273.048	3.241	3223.742	2.185
156.873	4.582	41111.988	256.128	3.388	3477.210	2.378
156.902	4.583	39646.194	220.951	3.289	3319.993	3.650
156.931	4.584	43117.482	246.302	4.900	3616.036	3.274
156.960	4.585	43689.063	215.025	4.649	3851.051	5.430
156.989	4.586	45229.322	267.895	4.846	3736.106	2.515
157.018	4.587	45544.464	209.509	3.504	3855.848	3.847
157.047	4.588	46070.922	249.594	2.740	3764.027	3.764
157.076	4.589	45106.118	215.391	1.957	3704.643	2.753
157.106	4.590	46911.176	191.959	2.700	4027.628	3.540
157.135	4.591	46222.308	212.784	1.551	3960.851	1.742
157.164	4.592	45622.970	176.971	2.068	3988.528	2.152
157.193	4.593	47095.370	203.041	2.244	3795.358	3.466
157.222	4.594	48087.694	191.666	1.789	4016.632	1.729
157.251	4.595	47111.886	138.217	1.383	4062.207	0.994
157.280	4.596	45385.111	171.781	1.451	3949.712	2.097
157.309	4.597	44762.329	138.867	1.823	4044.397	1.159
157.338	4.598	46363.395	213.584	1.465	3839.357	1.028
157.367	4.599	46357.209	140.202	1.187	4079.092	0.999
157.397	4.600	45692.359	158.136	1.586	4041.486	1.241
157.426	4.601	46274.297	188.205	2.035	3978.092	2.981
157.455	4.602	45641.349	155.093	1.236	4068.641	0.828
157.484	4.603	44775.584	220.018	1.851	3800.029	2.909
157.513	4.604	44000.705	139.164	1.920	3844.023	1.788
157.542	4.605	42346.154	146.572	2.344	3835.126	1.273
157.571	4.606	43274.018	177.566	2.226	3846.739	2.767
157.600	4.607	45675.393	179.374	2.457	4043.999	1.671
157.629	4.608	44676.846	183.495	2.356	3912.955	1.608
157.658	4.609	44520.770	158.860	1.482	3927.178	1.669
157.688	4.610	44430.732	131.232	1.706	4045.292	1.494
157.717	4.611	44304.456	164.938	1.612	3861.658	1.812
157.746	4.612	44708.769	175.727	1.851	3792.650	1.707
157.775	4.613	45127.814	159.047	1.604	3808.318	1.428
157.804	4.614	44782.840	154.112	2.081	3827.943	1.511
157.833	4.615	45135.876	227.958	2.133	3787.317	2.810
157.862	4.616	45542.250	152.473	1.932	4027.610	1.919
157.891	4.617	44522.430	156.880	1.863	3976.719	1.857
157.920	4.618	46388.559	158.672	3.052	4017.669	4.416
157.949	4.619	44742.300	143.532	2.441	4039.280	2.902
157.979	4.620	46728.916	169.759	2.446	4065.794	1.226
158.008	4.621	45109.034	172.191	2.345	3876.199	2.332
158.037	4.622	45625.657	138.261	1.746	4068.613	0.861
158.066	4.623	45373.832	193.601	2.021	4026.523	1.862
158.095	4.624	46091.920	127.169	1.769	4143.531	2.012
158.124	4.625	45518.801	237.625	3.380	3864.838	1.706
158.153	4.626	46284.394	203.769	2.003	4068.874	1.789
158.182	4.627	45238.561	173.945	2.892	4056.800	1.737
158.211	4.628	47358.397	157.947	1.892	4057.573	2.364
158.241	4.629	46362.215	161.428	1.874	3985.023	2.365
158.270	4.630	45694.268	206.151	1.751	3883.606	1.391
158.299	4.631	46335.774	162.871	1.752	4096.028	2.126
158.328	4.632	47548.554	164.274	2.499	4247.634	2.172
158.357	4.633	45586.026	188.103	1.672	3889.700	1.675
158.386	4.634	45768.616	219.312	2.958	3994.719	1.583
158.415	4.635	46660.977	199.809	1.816	4008.181	2.443
158.444	4.636	45739.844	175.145	1.395	4053.768	0.989
158.473	4.637	46266.488	167.676	1.932	4024.870	3.003
158.502	4.638	46616.920	204.852	3.004	3962.302	1.052
158.532	4.639	47073.672	183.963	1.690	4143.228	1.987
158.561	4.640	47705.554	240.516	2.476	3982.336	1.278
158.590	4.641	47667.023	193.079	2.198	4120.660	2.326
158.619	4.642	47548.658	223.911	4.086	4018.319	3.144
158.648	4.643	47566.130	192.491	1.994	4036.734	1.589
158.677	4.644	48044.223	198.224	1.698	4079.442	2.162
158.706	4.645	48266.970	187.158	2.742	4079.981	1.780
158.735	4.646	48120.366	167.949	2.185	4253.074	1.954
158.764	4.647	49035.040	186.989	1.607	4262.988	0.764
158.793	4.648	48474.884	169.534	2.026	4223.448	1.474
158.823	4.649	48964.666	189.122	2.795	4132.082	2.025
158.852	4.650	48931.285	234.901	2.818	4165.578	1.815
158.881	4.651	50491.800	151.417	3.747	4551.304	2.303
158.910	4.652	52108.695	166.279	3.919	4507.574	4.303
158.939	4.653	51869.678	237.840	1.598	4375.889	3.175
158.968	4.654	53223.358	213.934	2.509	4509.264	1.843
158.997	4.655	52693.699	218.713	2.058	4317.905	1.324
159.026	4.656	54165.162	214.666	3.702	4468.462	1.944
159.055	4.657	53451.683	206.999	1.886	4297.407	1.419
159.084	4.658	55067.553	242.910	3.471	4464.368	2.509
159.114	4.659	53346.401	216.171	2.631	4417.336	1.161
159.143	4.660	50212.508	187.992	2.044	4201.936	2.203
159.172	4.661	50040.214	201.684	2.035	4014.699	2.675
159.201	4.662	48187.162	230.505	1.226	3978.974	1.381
159.230	4.663	49728.152	183.033	2.241	4105.356	2.158
159.259	4.664	49065.316	329.917	1.879	3905.334	2.406
159.288	4.665	47624.672	230.671	2.799	3856.686	2.345
159.317	4.666	47259.621	193.277	2.210	4011.548	1.655
159.346	4.667	47345.165	217.719	1.440	3928.760	1.550
159.375	4.668	49146.809	204.562	2.643	4020.450	2.254
159.405	4.669	48979.527	178.689	2.607	3987.670	2.737
159.434	4.670	52761.826	229.183	3.566	4091.733	1.958
159.463	4.671	56443.924	256.253	3.737	4497.411	1.683
159.492	4.672	56768.344	253.580	3.246	4203.669	2.212
159.521	4.673	57570.961	204.491	1.769	4229.610	1.017
159.550	4.674	57425.517	322.191	2.756	4166.567	0.798
159.579	4.675	57979.065	312.061	3.520	4331.590	1.759
159.608	4.676	56290.995	280.013	2.958	4109.694	2.080
159.637	4.677	56755.867	311.898	3.943	4497.735	0.721
159.666	4.678	54709.141	270.601	3.033	4428.896	2.450
159.696	4.679	55808.181	220.906	3.252	4473.192	1.698
159.725	4.680	54340.859	274.651	2.339	4410.028	1.480
159.754	4.681	54128.850	279.779	2.359	4341.478	1.831
159.783	4.682	52255.181	261.428	3.510	4293.671	2.391
159.812	4.683	51821.457	213.469	3.154	4340.135	1.941
159.841	4.684	48472.008	260.906	2.059	4105.295	1.618
159.870	4.685	49192.364	207.481	2.073	4146.338	1.461
159.899	4.686	48544.621	178.690	1.698	4136.067	1.233
159.928	4.687	51080.988	153.093	1.730	4198.874	2.311
159.957	4.688	50578.890	208.542	1.906	4182.616	3.034
159.987	4.689	50394.554	202.351	2.282	4261.202	2.250
160.016	4.690	50189.287	229.376	2.119	4260.731	1.808
160.045	4.691	51336.334	175.797	2.856	4313.801	1.352
160.074	4.692	50794.231	262.981	1.876	4075.553	2.890
160.103	4.693	50186.944	206.433	2.524	4114.563	2.393
160.132	4.694	48322.283	175.127	3.416	4121.576	0.844
160.161	4.695	50320.080	227.572	2.362	4171.517	3.214
160.190	4.696	50147.247	210.957	3.710	4404.976	2.438
160.219	4.697	54089.773	310.534	3.722	4331.374	4.706
160.248	4.698	56711.664	265.323	4.639	4779.807	3.724
160.278	4.699	58964.492	296.770	6.066	4767.141	2.672
160.307	4.700	59688.553	367.946	4.190	4573.892	3.179
160.336	4.701	60225.109	301.163	3.290	4446.600	3.842
160.365	4.702	60022.787	272.620	3.680	4461.872	1.476
160.394	4.703	61166.118	313.612	3.283	4413.538	2.227
160.423	4.704	59381.163	342.784	4.264	4341.672	0.437
160.452	4.705	57809.161	261.234	3.171	4450.192	1.729
160.481	4.706	54269.043	232.628	2.666	4410.718	2.578
160.510	4.707	53084.825	240.000	2.127	4157.158	1.181
160.539	4.708	52346.102	228.645	3.024	4161.598	1.815
160.569	4.709	52784.002	244.352	2.515	4242.653	1.884
160.598	4.710	54361.048	223.496	2.539	4474.182	1.459
160.627	4.711	56894.820	258.975	2.273	4304.216	1.450
160.656	4.712	54357.134	174.481	2.702	4142.043	1.672
160.685	4.713	53094.702	188.854	2.529	4288.988	2.020
160.714	4.714	54063.566	266.732	2.443	4379.959	1.891
160.743	4.715	55772.759	311.182	4.633	4275.078	2.648
160.772	4.716	55322.192	357.107	2.667	4071.157	3.466
160.801	4.717	56225.313	346.243	3.330	4098.672	3.158
160.830	4.718	54029.268	270.141	2.673	4103.840	2.293
160.860	4.719	56231.013	364.493	1.571	3968.693	1.095
160.889	4.720	56692.114	353.017	1.749	3757.729	1.160
160.918	4.721	58245.452	386.188	2.760	3837.370	1.418
160.947	4.722	55925.354	324.769	1.691	3892.289	1.537
160.976	4.723	57220.876	306.601	2.487	3965.163	1.253
161.005	4.724	57097.447	324.154	2.646	3864.617	2.093
161.034	4.725	56532.746	366.386	2.582	3804.466	1.707
161.063	4.726	56114.525	288.233	1.569	3897.720	1.643
161.092	4.727	55860.345	348.060	3.506	4057.980	1.051
161.121	4.728	56148.024	330.952	3.877	4320.670	3.341
161.151	4.729	56748.742	357.524	3.132	4361.339	2.017
161.180	4.730	55055.621	397.468	2.787	4245.110	3.410
161.209	4.731	55039.970	284.912	2.184	4484.931	1.907
161.238	4.732	55033.776	229.446	3.197	4518.121	2.407
161.267	4.733	55781.213	189.569	2.030	4590.130	2.020
161.296	4.734	57200.637	364.666	2.619	4243.696	1.185
161.325	4.735	56292.383	323.206	2.190	4035.866	1.592
161.354	4.736	58274.330	412.971	3.152	3959.732	2.974
161.383	4.737	55905.081	319.653	2.157	4029.450	2.493
161.412	4.738	56016.422	419.955	2.579	4140.211	2.870
161.442	4.739	54984.182	380.762	2.454	4054.829	1.734
161.471	4.740	55575.171	413.089	3.048	4023.670	3.185
161.500	4.741	54419.822	497.636	4.265	3976.024	4.239
161.529	4.742	53336.962	457.145	3.121	3780.613	4.604
161.558	4.743	55944.448	470.442	4.002	3810.097	3.102
161.587	4.744	56367.471	545.815	3.201	3901.422	2.353
161.616	4.745	56059.339	460.352	2.065	3776.092	2.024
161.645	4.746	55497.350	478.993	1.753	3782.955	2.494
161.674	4.747	53961.347	488.109	2.809	3826.766	2.279
161.703	4.748	55795.307	464.030	1.846	3935.083	4.366
161.733	4.749	54130.859	497.745	2.429	3786.206	3.252
161.762	4.750	55275.789	577.070	2.651	3837.943	2.668
161.791	4.751	55928.183	530.964	1.749	3797.820	2.671
161.820	4.752	54832.377	475.975	2.310	3768.618	2.201
161.849	4.753	55161.914	494.999	3.242	3774.627	2.682
161.878	4.754	53657.955	470.264	3.368	3752.483	3.469
161.907	4.755	54965.319	425.885	4.117	3909.344	6.557
161.936	4.756	53961.820	362.440	1.419	4004.473	1.170
161.965	4.757	53828.999	383.690	2.334	3854.774	2.298
161.994	4.758	53604.365	397.304	2.371	3902.437	2.874
162.024	4.759	56732.414	450.343	2.972	3809.148	3.874
162.053	4.760	56894.315	331.515	2.961	3918.817	1.997
162.082	4.761	57784.545	434.117	2.609	4025.213	3.598
162.111	4.762	57034.591	388.628	2.098	4010.616	1.720
162.140	4.763	57155.322	338.014	3.379	4044.547	2.281
162.169	4.764	55753.956	454.415	2.960	3974.206	2.048
162.198	4.765	56929.300	519.078	5.049	4052.697	2.626
162.227	4.766	55470.153	447.715	2.665	3800.158	1.783
162.256	4.767	54707.407	488.217	2.731	3862.082	2.863
162.285	4.768	56681.979	512.093	4.300	3820.643	2.835
162.315	4.769	55565.276	545.193	4.608	3817.399	2.353
162.344	4.770	53896.829	435.147	4.529	3743.858	4.669
162.373	4.771	57718.319	525.605	6.514	4040.905	2.815
162.402	4.772	56463.096	499.865	3.872	3831.777	3.127
162.431	4.773	54342.056	498.138	3.870	3688.886	5.374
162.460	4.774	56526.933	483.686	3.687	4189.277	5.023
162.489	4.775	55260.685	495.600	6.912	4244.413	3.107
162.518	4.776	53349.978	405.434	4.465	4061.633	3.538
162.547	4.777	53945.976	441.635	2.866	4065.262	4.198
162.576	4.778	55674.200	442.906	2.976	4017.454	3.611
162.606	4.779	54066.408	451.719	3.071	4166.122	4.036
162.635	4.780	56535.206	515.276	4.032	4263.725	3.197
162.664	4.781	53653.126	498.668	5.540	4172.010	6.315
162.693	4.782	53482.448	464.418	3.004	4007.360	3.795
162.722	4.783	53366.300	482.580	6.189	3968.042	4.392
162.751	4.784	54442.602	398.683	4.167	4043.621	3.269
162.780	4.785	52549.875	388.787	4.371	4080.828	4.198
162.809	4.786	53684.728	420.498	4.490	4312.548	6.136
162.838	4.787	56516.087	404.592	4.716	4434.392	5.215
162.867	4.788	56659.972	429.715	4.587	4511.063	8.034
162.897	4.789	55611.713	463.073	5.426	4365.058	5.690
162.926	4.790	54186.688	436.775	3.520	4195.572	4.682
162.955	4.791	54155.952	481.913	5.764	4022.820	8.811
162.984	4.792	52225.127	388.351	3.120	3890.874	2.747
163.013	4.793	54277.090	339.060	3.350	3974.518	3.726
163.042	4.794	54486.243	451.371	2.735	4043.431	4.602
163.071	4.795	54514.843	450.716	4.313	3983.911	5.298
163.100	4.796	54423.382	475.959	8.400	4145.955	6.787
163.129	4.797	53233.607	417.807	4.429	3976.490	6.288
163.158	4.798	56110.158	410.892	5.680	4015.954	7.622
163.188	4.799	53695.746	542.039	4.278	4052.292	4.999
163.217	4.800	53380.148	515.690	4.280	4102.408	7.287
163.246	4.801	52016.088	524.338	5.087	3907.349	5.672
163.275	4.802	51551.714	569.232	4.036	3971.936	6.764
163.304	4.803	54062.810	418.783	4.921	4254.132	6.640
163.333	4.804	52674.772	394.814	4.607	4491.976	3.099
163.362	4.805	50523.203	386.385	4.193	4117.038	3.986
163.391	4.806	50506.862	453.470	3.712	4043.828	3.976
163.420	4.807	50780.001	483.808	6.459	3972.956	7.462
163.449	4.808	50696.641	350.710	1.714	4099.232	6.368
163.479	4.809	50904.711	378.621	4.918	4031.455	7.705
163.508	4.810	48727.397	327.009	4.533	3929.573	3.258
163.537	4.811	47797.058	487.889	5.300	3768.793	4.773
163.566	4.812	47703.966	660.424	7.186	3739.533	4.227
163.595	4.813	48750.527	564.996	6.004	3601.843	6.573
163.624	4.814	49664.295	538.700	6.092	3850.550	7.063
163.653	4.815	50873.547	645.496	5.364	3768.880	10.652
163.682	4.816	50229.820	605.504	5.627	3669.827	4.247
163.711	4.817	48303.431	595.601	4.860	3811.758	7.276
163.740	4.818	50057.459	522.353	6.106	3766.422	5.013
163.770	4.819	51791.599	506.411	3.894	4008.047	5.242
163.799	4.820	51115.194	489.470	6.182	4183.016	8.248
163.828	4.821	50261.534	462.323	6.697	4172.893	6.512
163.857	4.822	51941.798	501.330	3.730	4250.775	7.881
163.886	4.823	51948.959	512.846	4.796	4123.725	9.553
163.915	4.824	47819.948	517.321	8.542	3776.199	4.990
163.944	4.825	51206.355	550.779	5.922	3841.152	10.078
163.973	4.826	55162.995	559.597	3.208	4387.719	6.030
164.002	4.827	58140.956	444.888	4.880	4660.051	7.083
164.031	4.828	58600.871	415.768	6.366	4650.290	3.590
164.061	4.829	55019.412	502.270	6.446	4276.061	6.555
164.090	4.830	50888.426	651.442	6.889	3985.318	7.409
164.139	4.831	52766.444	828.056	7.401	4080.018	5.933
164.188	4.832	51523.809	774.448	6.899	3846.380	9.354
164.237	4.833	52328.130	894.169	11.439	4008.131	9.624
164.286	4.834	50584.523	891.342	6.893	3659.604	5.509
164.334	4.835	51359.863	1038.603	11.732	3732.299	7.485
164.383	4.836	51735.397	791.686	5.286	3776.676	9.042
164.432	4.837	52134.629	618.536	3.787	3858.915	6.868
164.481	4.838	51304.196	719.807	7.386	3807.413	9.217
164.530	4.839	48507.603	774.625	8.243	3528.923	12.369
164.579	4.840	47034.219	933.342	7.290	3410.927	3.710
164.628	4.841	47722.771	964.703	6.306	3444.886	8.034
164.677	4.842	45825.658	930.751	5.287	3246.840	5.561
164.726	4.843	45883.318	896.611	3.835	3349.356	11.817
164.775	4.844	44618.622	848.600	5.340	3308.159	6.386
164.824	4.845	46749.746	973.689	8.621	3492.176	19.626
164.873	4.846	49264.674	972.425	6.061	3699.404	16.627
164.922	4.847	50619.529	822.779	5.818	3952.209	7.172
164.971	4.848	49202.377	877.288	9.316	3833.800	13.099
165.020	4.849	49453.380	976.181	6.245	3537.355	14.098
165.069	4.850	48469.738	997.499	6.601	3462.640	9.214
165.118	4.851	47095.274	850.070	7.618	3416.307	16.017
165.167	4.852	47673.699	909.099	7.986	3574.023	8.730
165.216	4.853	47197.448	1061.280	9.270	3531.446	10.846
165.265	4.854	48372.040	1003.309	5.675	3602.709	10.727
165.314	4.855	48212.030	1051.032	13.324	3565.079	8.489
165.363	4.856	49084.738	1211.423	12.521	3344.125	12.391
165.412	4.857	46694.631	1117.639	6.374	3507.683	7.216
165.461	4.858	46595.331	1137.383	7.183	3334.344	9.940
165.509	4.859	47141.907	1183.161	14.049	3325.329	5.699
165.558	4.860	47152.300	1113.180	9.034	3354.681	7.377
165.607	4.861	48093.368	997.612	8.768	3488.099	10.734
165.656	4.862	45500.500	925.177	9.387	3421.025	11.005
165.705	4.863	44688.157	971.538	8.261	3464.049	9.665
165.754	4.864	46106.543	922.200	12.106	3356.727	13.203
165.803	4.865	45710.582	889.508	6.441	3329.019	14.829
165.852	4.866	45186.149	885.164	8.313	3283.173	9.578
165.901	4.867	44483.703	885.105	8.198	3377.064	10.658
165.950	4.868	47330.475	1043.651	7.710	3465.345	8.618
165.999	4.869	43606.109	952.051	8.928	3219.653	15.713
166.048	4.870	42280.751	903.115	4.340	3292.960	10.492
166.097	4.871	45024.216	947.161	9.425	3437.360	10.014
166.146	4.872	45512.226	886.824	7.675	3443.431	6.889
166.195	4.873	46308.777	958.691	6.634	3555.023	16.522
166.244	4.874	45785.018	894.917	5.534	3511.578	9.526
166.293	4.875	46518.553	936.292	11.505	3424.992	6.851
166.342	4.876	46839.700	908.259	10.933	3438.107	7.103
166.391	4.877	45561.987	876.170	11.053	3427.334	6.421
166.440	4.878	48862.854	984.128	14.996	3324.491	15.662
166.489	4.879	45968.328	971.180	23.069	3153.237	8.677
166.538	4.880	47752.335	987.356	12.300	3317.027	15.052
166.587	4.881	46931.146	1066.667	10.802	3399.402	4.942
166.636	4.882	48018.912	1015.352	12.319	3482.190	8.577
166.684	4.883	48313.159	1150.874	20.060	3815.111	15.188
166.733	4.884	47398.924	980.236	10.276	3547.748	13.720
166.782	4.885	47391.171	1064.354	9.241	3782.061	11.810
166.831	4.886	44274.044	957.138	9.766	3473.677	9.710
166.880	4.887	45225.041	991.563	10.061	3204.115	7.759
166.929	4.888	45804.048	917.893	8.653	3344.921	8.446
166.978	4.889	48145.015	902.683	7.793	3711.608	7.239
167.027	4.890	48898.247	1125.525	14.969	3816.953	11.328
167.076	4.891	49473.261	987.272	11.301	3631.818	5.379
167.125	4.892	49336.503	1028.642	10.422	3628.493	12.401
167.174	4.893	49237.479	1064.513	11.052	3589.092	17.283
167.223	4.894	49900.837	1076.124	13.037	3579.894	10.657
167.272	4.895	48963.769	839.917	11.560	3671.494	10.609
167.321	4.896	49458.091	908.711	20.370	3543.759	14.571
167.370	4.897	46796.295	770.356	13.387	3689.659	10.818
167.419	4.898	47876.483	825.401	14.711	3672.374	27.544
