/* DATA DESCRIPTION:
Citation:	Hennekam, Rick; Van der Bolt, Bregje; Van Nes, Egbert H; de Lange, Gert J; Scheffer, Marten; Reichart, Gert-Jan (2020): Calibrated XRF-scanning data (mm resolution) for elements Al, Ba, Mo, Ti, and U in Mediterranean core MS21PC. PANGAEA, https://doi.org/10.1594/PANGAEA.923192, 
	In: Hennekam, R et al. (2020): Calibrated XRF-scanning data (mm resolution) and calibration data (ICP-OES and ICP-MS) for elements Al, Ba, Mo, Ti, and U in Mediterranean cores MS21, MS66, and 64PE406E1. PANGAEA, https://doi.org/10.1594/PANGAEA.923197
Keyword(s):	geochemistry; Mediterranean Sea; sapropels; trace elements; XRF-scanning
Project(s):	Geochemical scanning of climate change analogues to assess future hypoxia in restricted basins (SCANALOGUE) (URI: https://www.nioz.nl/en/research/projects/4267-0)
Coverage:	LATITUDE: 32.344970 * LONGITUDE: 31.650080
	DATE/TIME START: 2004-06-29T07:59:57 * DATE/TIME END: 2004-06-29T07:59:57
	MINIMUM DEPTH, sediment/rock: 0.011 m * MAXIMUM DEPTH, sediment/rock: 7.516 m
Event(s):	MS21PC (MIMES_43) * LATITUDE: 32.344970 * LONGITUDE: 31.650080 * DATE/TIME: 2004-06-29T07:59:57 * ELEVATION: -1022.0 m * LOCATION: Osiris & Amon Mud Volcano * CAMPAIGN: MIMES * BASIS: Pelagia (URI: https://www.nioz.nl/en/facilities/research-vessels/RV-pelagia) * METHOD/DEVICE: Piston corer (PC) * COMMENT: MS21PC Bottom
Parameter(s):	AGE [ka BP] (Age) * GEOCODE * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com)
	DEPTH, sediment/rock [m] (Depth) * GEOCODE * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com)
	Aluminium [mg/kg] (Al) * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com) * METHOD/DEVICE: X-ray fluorescence (XRF)
	Barium [mg/kg] (Ba) * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com) * METHOD/DEVICE: X-ray fluorescence (XRF)
	Molybdenum [mg/kg] (Mo) * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com) * METHOD/DEVICE: X-ray fluorescence (XRF)
	Titanium [mg/kg] (Ti) * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com) * METHOD/DEVICE: X-ray fluorescence (XRF)
	Uranium [mg/kg] (U) * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com) * METHOD/DEVICE: X-ray fluorescence (XRF)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	37300 data points
*/
Age [ka BP]	Depth [m]	Al [mg/kg]	Ba [mg/kg]	Mo [mg/kg]	Ti [mg/kg]	U [mg/kg]
35.546	3.203	83639.483	247.699	1.587	7343.904	2.792
35.555	3.204	82199.910	226.231	1.354	7306.473	3.153
35.565	3.205	83993.596	203.217	1.275	7390.351	3.002
35.574	3.206	81740.528	262.485	1.799	7318.513	2.204
35.583	3.207	81893.543	262.438	2.121	7196.406	3.553
35.592	3.208	82156.901	208.050	2.037	7509.582	3.159
35.601	3.209	82384.423	228.737	1.503	7390.670	2.483
35.611	3.210	83051.393	184.461	1.529	7367.220	2.516
35.620	3.211	81312.575	240.507	1.507	7131.385	4.897
35.629	3.212	81680.653	207.349	2.224	7135.139	2.526
35.638	3.213	83149.152	283.760	2.767	7095.385	5.787
35.647	3.214	83053.489	267.731	1.607	7338.738	3.580
35.657	3.215	84202.223	253.769	2.176	7512.731	3.354
35.666	3.216	83225.232	328.568	1.449	7090.851	2.128
35.675	3.217	82014.210	204.489	1.698	7354.742	2.427
35.684	3.218	83476.657	224.158	1.720	7408.663	3.215
35.693	3.219	83854.306	240.904	1.792	7578.253	1.454
35.702	3.220	82737.591	228.833	3.176	7366.811	1.766
35.712	3.221	85277.743	216.368	1.976	7454.697	4.012
35.721	3.222	82436.236	238.666	1.366	7278.537	1.922
35.730	3.223	83394.018	221.249	1.326	7513.129	1.950
35.739	3.224	83454.837	173.211	1.702	7459.513	1.777
35.748	3.225	83073.075	271.353	1.941	7134.514	2.859
35.757	3.226	84063.317	205.045	1.304	7552.346	3.903
35.766	3.227	84529.224	235.014	2.310	7378.069	2.609
35.776	3.228	83143.602	251.325	2.068	7389.962	2.121
35.785	3.229	83589.353	238.168	2.038	7640.122	2.530
35.794	3.230	82980.149	234.202	1.190	7511.597	1.648
35.804	3.231	82043.555	221.360	1.197	7399.372	1.068
35.813	3.232	82687.142	271.869	1.854	7102.649	2.474
35.822	3.233	82608.494	238.314	1.961	7033.959	2.934
35.831	3.234	80913.251	201.259	1.619	7123.619	2.396
35.840	3.235	83033.107	256.924	1.494	7173.344	1.988
35.850	3.236	81500.470	249.286	1.754	7199.935	3.162
35.859	3.237	82220.331	316.937	1.882	7014.069	3.431
35.868	3.238	80306.496	248.438	2.515	7401.039	3.267
35.877	3.239	80119.436	152.243	1.756	7570.406	1.937
35.886	3.240	79939.587	224.243	0.961	7147.967	2.066
35.895	3.241	81521.535	250.119	2.549	7730.462	2.917
35.905	3.242	81834.488	187.973	1.807	7375.692	4.158
35.914	3.243	80626.706	216.665	1.670	7463.260	3.094
35.923	3.244	80303.489	165.992	3.964	7410.729	1.922
35.932	3.245	80747.538	220.532	2.220	7054.618	1.981
35.941	3.246	79538.828	225.354	3.072	7086.062	1.614
35.951	3.247	83126.607	194.171	3.128	7529.302	2.306
35.960	3.248	82188.535	268.887	1.873	7273.400	3.181
35.969	3.249	81361.073	177.858	2.019	7363.296	2.230
35.978	3.250	81865.532	168.257	1.602	7589.076	3.529
35.987	3.251	83338.054	198.490	2.395	7564.113	2.631
35.996	3.252	81839.229	186.015	1.493	7385.655	2.709
36.005	3.253	81480.245	267.940	2.050	7126.509	2.361
36.014	3.254	84136.558	222.823	1.247	7062.154	2.802
36.023	3.255	83394.611	204.552	1.230	7393.403	1.971
36.032	3.256	81447.717	205.914	1.616	7166.570	2.500
36.041	3.257	82448.406	173.580	2.464	7279.556	2.742
36.050	3.258	81994.761	195.183	2.203	7331.852	4.834
36.059	3.259	82714.469	204.871	1.837	7531.783	4.634
36.068	3.260	80133.714	221.643	1.719	7076.159	4.185
36.077	3.261	82181.164	215.955	1.842	7226.200	1.971
36.086	3.262	82964.425	228.373	1.755	7215.896	2.519
36.095	3.263	81243.921	260.579	1.425	7141.635	2.177
36.103	3.264	83685.966	199.160	1.853	7367.898	2.284
36.112	3.265	81917.611	198.178	1.594	7326.531	4.432
36.121	3.266	82612.116	205.953	1.425	7326.285	2.813
36.130	3.267	80805.178	184.406	2.528	7448.774	2.187
36.139	3.268	82799.073	263.043	1.732	7170.566	2.972
36.148	3.269	82095.965	200.116	1.645	7242.624	2.345
36.157	3.270	82702.921	230.136	2.435	7446.351	3.849
36.166	3.271	81292.001	192.470	1.208	7237.365	2.711
36.175	3.272	83175.313	222.228	2.129	7240.034	3.206
36.184	3.273	80598.628	196.384	2.039	7183.900	2.244
36.193	3.274	83037.048	171.391	1.112	7317.914	1.869
36.202	3.275	80792.038	208.046	2.849	7186.705	3.553
36.211	3.276	82952.569	212.918	2.153	7093.982	1.668
36.220	3.277	83826.314	225.689	1.321	7131.240	2.582
36.229	3.278	83006.184	210.191	1.161	7038.037	1.989
36.238	3.279	82546.205	230.400	1.388	7102.380	3.040
36.247	3.280	82922.134	230.113	2.457	7172.261	2.931
36.256	3.281	79552.677	182.069	4.029	6664.761	3.279
36.265	3.282	81404.417	224.398	2.736	6706.672	2.896
36.274	3.283	82023.549	190.786	1.604	7107.458	2.436
36.283	3.284	81601.263	192.994	1.332	6990.404	2.270
36.292	3.285	82012.557	241.796	1.593	6963.302	2.035
36.301	3.286	80057.568	238.814	1.881	6939.601	3.231
36.310	3.287	80253.513	205.459	1.412	7015.547	2.045
36.319	3.288	79740.874	244.031	1.863	7009.390	1.316
36.328	3.289	78814.937	233.381	1.719	7004.630	1.910
36.337	3.290	80383.684	228.240	1.056	7112.573	2.979
36.346	3.291	80457.651	241.256	1.128	6999.693	1.988
36.355	3.292	79222.606	223.367	1.517	7028.960	3.087
36.364	3.293	79483.772	233.138	1.615	7135.253	2.855
36.373	3.294	78838.520	178.321	1.733	7238.437	3.162
36.382	3.295	79901.481	242.795	1.620	6860.944	2.805
36.391	3.296	79999.659	229.899	1.878	7013.500	2.417
36.400	3.297	77549.229	195.140	1.643	6960.805	3.351
36.409	3.298	79972.180	277.187	1.955	6981.784	3.914
36.419	3.299	80338.256	245.672	2.278	7152.978	4.842
36.428	3.300	78460.877	260.092	1.293	6933.601	1.698
36.438	3.301	78970.884	267.724	1.400	6935.480	4.033
36.447	3.302	78844.798	200.552	1.330	7041.461	3.448
36.457	3.303	77755.064	262.296	2.461	7047.421	2.134
36.467	3.304	77842.593	186.979	1.337	7107.819	2.361
36.477	3.305	77359.862	254.049	1.835	6877.064	1.969
36.487	3.306	77964.696	230.693	1.752	6954.578	3.148
36.497	3.307	79080.365	208.054	1.597	7177.321	2.483
36.507	3.308	77674.314	227.186	1.781	7079.660	2.738
36.517	3.309	78572.981	216.895	1.711	7261.247	1.560
36.527	3.310	79730.339	242.050	1.964	7315.566	2.989
36.537	3.311	78548.138	182.139	1.767	7291.953	1.869
36.547	3.312	78666.172	228.274	0.799	6783.221	2.762
36.557	3.313	76989.521	188.099	2.122	6872.569	2.214
36.567	3.314	76959.777	188.532	1.680	6772.046	3.858
36.577	3.315	77049.646	194.437	2.320	6824.355	2.784
36.587	3.316	78149.789	219.274	1.820	6708.364	2.818
36.597	3.317	78396.008	198.981	2.074	6819.784	3.420
36.607	3.318	77615.970	195.719	1.772	6794.950	2.675
36.617	3.319	78154.985	202.512	2.296	6879.468	2.123
36.627	3.320	77013.806	198.727	2.136	6864.289	2.835
36.638	3.321	77606.128	245.071	2.193	6957.221	3.905
36.648	3.322	76008.259	230.171	2.070	6841.602	2.560
36.658	3.323	76508.978	250.742	1.398	6865.105	2.567
36.668	3.324	74975.923	252.519	1.656	6828.382	1.729
36.679	3.325	75739.496	203.990	1.572	6766.190	2.522
36.689	3.326	75421.335	225.398	2.447	6726.164	2.859
36.699	3.327	74946.012	251.854	1.415	6718.808	2.440
36.710	3.328	75582.052	210.688	0.972	6947.838	2.403
36.720	3.329	75851.020	235.673	1.622	6784.891	3.330
36.730	3.330	76249.316	216.275	1.547	6818.286	1.719
36.740	3.331	74812.939	284.980	1.780	6666.167	3.407
36.751	3.332	75688.991	192.917	1.498	6838.620	2.442
36.761	3.333	75864.302	187.734	2.433	7013.459	3.075
36.771	3.334	76578.980	201.762	1.195	6974.830	2.567
36.781	3.335	74306.028	199.829	1.768	6795.348	2.488
36.792	3.336	76110.581	220.682	1.991	6699.082	4.091
36.802	3.337	76789.436	232.780	1.851	6907.367	3.092
36.812	3.338	76375.915	207.798	3.439	7403.012	4.142
36.823	3.339	77061.562	217.663	5.846	7173.877	2.035
36.833	3.340	76491.092	184.671	2.874	7160.864	2.444
36.843	3.341	76146.443	202.344	1.735	6967.930	2.036
36.854	3.342	76573.206	241.520	3.025	6910.459	1.425
36.864	3.343	77396.506	221.130	1.558	6875.112	2.526
36.874	3.344	75982.190	206.202	2.346	6443.436	3.343
36.885	3.345	78152.711	201.915	1.737	6813.167	2.959
36.895	3.346	77300.962	215.183	2.003	6737.379	2.413
36.905	3.347	76561.783	184.530	1.617	6892.015	1.804
36.917	3.348	77069.572	183.592	1.060	6862.026	1.847
36.931	3.349	77409.659	266.271	2.049	7028.893	1.574
36.946	3.350	76142.472	202.098	2.594	6909.339	1.632
36.960	3.351	77299.134	230.845	3.623	6944.729	3.764
36.974	3.352	76987.567	230.307	2.344	6901.744	2.446
36.990	3.353	77168.690	241.647	1.836	6875.175	1.849
37.009	3.354	78590.292	235.278	2.319	6763.368	1.951
37.027	3.355	77374.622	207.605	1.999	6891.750	4.468
37.046	3.356	77412.294	206.332	1.502	6955.329	1.532
37.064	3.357	78216.654	230.671	2.030	7180.973	2.660
37.082	3.358	79336.582	215.198	1.369	7246.965	0.786
37.100	3.359	79838.392	228.290	2.007	7286.670	2.328
37.118	3.360	80740.177	234.675	1.685	7059.572	2.239
37.136	3.361	77440.649	262.791	2.043	7035.188	2.969
37.154	3.362	78794.215	220.081	1.032	7248.627	2.043
37.172	3.363	77631.046	233.703	1.447	7057.145	2.312
37.190	3.364	77873.930	250.029	2.078	6818.571	4.049
37.208	3.365	79281.125	208.627	1.316	7178.136	1.927
37.226	3.366	78060.881	204.888	1.323	6894.725	2.457
37.243	3.367	76920.106	182.883	0.613	6952.205	1.523
37.261	3.368	77795.136	203.416	1.475	7031.996	1.924
37.279	3.369	77666.444	215.412	0.965	7136.609	2.125
37.297	3.370	75671.565	193.502	1.141	7039.469	1.810
37.315	3.371	76230.194	206.264	1.126	7068.970	2.203
37.333	3.372	74123.196	216.942	0.769	6905.950	1.255
37.351	3.373	73057.432	185.010	1.470	6670.799	1.940
37.368	3.374	76203.972	244.896	1.182	6725.088	2.028
37.386	3.375	74373.586	227.028	1.420	7028.199	0.902
37.404	3.376	77768.152	188.730	1.203	7316.054	2.180
37.422	3.377	78973.081	248.867	1.605	7211.717	2.231
37.440	3.378	80838.654	260.255	1.918	7376.016	3.576
37.458	3.379	80787.783	252.108	1.917	7093.547	1.930
37.476	3.380	78026.287	218.278	2.452	7041.994	3.323
37.494	3.381	75371.078	231.262	1.897	6819.016	2.759
37.511	3.382	75241.468	210.357	1.446	6834.133	2.565
37.529	3.383	73608.016	192.935	1.905	6811.424	1.478
37.547	3.384	74236.217	160.166	1.329	6938.747	3.699
37.565	3.385	75184.737	226.288	1.003	6662.902	2.259
37.582	3.386	74351.896	189.736	1.263	6639.282	1.615
37.600	3.387	72763.085	223.808	1.150	6533.184	1.717
37.618	3.388	74217.533	231.255	0.979	6562.099	2.992
37.636	3.389	73037.955	237.459	1.394	6538.915	2.519
37.653	3.390	74244.870	181.147	1.085	6857.586	2.174
37.671	3.391	72656.811	179.802	1.890	6791.218	1.744
37.689	3.392	75342.350	196.423	1.457	6689.378	1.864
37.707	3.393	72721.631	167.380	1.678	6773.412	2.936
37.724	3.394	72427.545	191.642	1.941	6829.002	3.042
37.742	3.395	73345.704	232.015	1.746	6838.587	1.951
37.760	3.396	73796.948	183.638	1.230	6796.818	2.687
37.778	3.397	73471.782	199.026	2.063	6849.396	2.950
37.796	3.398	73153.270	178.931	1.242	6845.622	1.961
37.814	3.399	72638.718	201.925	1.792	6921.012	4.082
37.832	3.400	73471.713	183.226	1.293	6781.864	1.714
37.850	3.401	72712.899	217.471	1.703	6865.269	2.488
37.868	3.402	73798.015	177.264	2.252	6960.283	1.565
37.886	3.403	73450.374	263.281	1.858	6752.929	2.915
37.905	3.404	73227.069	252.825	1.271	6822.745	1.815
37.923	3.405	75058.428	164.573	1.510	7087.641	2.890
37.941	3.406	75585.342	247.198	1.297	7223.356	2.658
37.960	3.407	76689.796	286.081	1.510	7269.653	2.555
37.978	3.408	79138.136	228.441	0.875	7539.268	2.384
37.997	3.409	80756.839	256.490	1.211	7172.344	3.801
38.016	3.410	78469.615	285.076	1.591	7388.363	3.253
38.034	3.411	80105.946	263.014	1.574	7349.618	6.269
38.053	3.412	79149.450	225.297	1.602	7397.243	2.195
38.072	3.413	81497.105	182.683	1.901	7606.023	2.046
38.090	3.414	80187.869	265.518	1.963	7191.235	2.867
38.109	3.415	78832.825	262.838	1.999	7388.505	1.736
38.128	3.416	81250.145	250.253	1.180	7483.194	2.083
38.147	3.417	80961.142	262.723	1.526	7398.404	3.089
38.165	3.418	80199.886	261.361	1.181	7378.204	1.522
38.184	3.419	78724.266	275.428	3.024	7263.583	3.735
38.203	3.420	79889.994	273.462	1.015	7232.744	3.169
38.221	3.421	81202.029	263.717	2.081	7445.409	3.152
38.240	3.422	80610.811	259.244	1.246	7524.975	2.458
38.258	3.423	82097.633	239.192	1.466	7463.418	3.637
38.277	3.424	81076.231	213.628	1.363	7471.896	2.178
38.296	3.425	82337.424	270.115	1.680	7411.267	3.478
38.314	3.426	81297.041	253.347	1.103	7413.384	1.829
38.333	3.427	80545.465	225.112	1.499	7405.009	1.373
38.351	3.428	79624.639	260.125	1.385	7355.890	1.630
38.370	3.429	82176.154	183.558	1.029	7523.231	2.504
38.389	3.430	81257.151	242.578	1.414	7398.636	2.770
38.407	3.431	82729.623	238.502	1.281	7523.924	2.488
38.426	3.432	80616.510	275.914	1.141	7406.096	1.807
38.445	3.433	79521.411	222.102	1.256	7281.329	2.079
38.463	3.434	80052.592	247.375	2.038	7343.174	3.759
38.482	3.435	80806.196	229.270	1.599	7253.486	2.025
38.501	3.436	80353.517	225.458	1.855	7479.490	3.073
38.520	3.437	80747.429	242.741	1.728	7425.487	2.292
38.539	3.438	82357.421	293.970	1.852	7433.496	1.759
38.557	3.439	82060.877	275.992	0.942	7503.933	1.325
38.576	3.440	82507.692	244.669	1.670	7515.508	2.415
38.595	3.441	81816.302	272.306	1.768	7135.700	3.827
38.614	3.442	80387.156	264.716	1.286	7296.556	2.031
38.632	3.443	81318.940	262.463	1.637	7295.304	4.532
38.651	3.444	81512.806	288.478	1.496	7193.220	2.713
38.670	3.445	80999.355	249.060	1.665	7284.095	3.373
38.689	3.446	82125.667	211.406	1.255	7459.543	2.796
38.707	3.447	82449.531	267.874	1.414	7459.507	3.731
38.726	3.448	82015.909	242.808	1.542	7603.253	3.936
38.745	3.449	80517.708	218.120	1.752	7432.424	2.108
38.763	3.450	81978.906	267.635	1.818	7311.170	2.607
38.782	3.451	82215.530	246.614	2.357	7373.544	1.936
38.800	3.452	83712.703	240.862	1.290	7522.484	1.503
38.819	3.453	81247.884	239.104	2.068	7314.779	1.981
38.838	3.454	80936.844	315.677	1.541	7153.297	2.232
38.856	3.455	79988.075	214.184	1.919	7350.503	2.583
38.875	3.456	82559.013	267.747	1.794	7236.423	3.230
38.893	3.457	81271.600	258.445	1.424	7303.924	1.454
38.912	3.458	81420.791	247.433	0.931	7273.399	2.798
38.931	3.459	82156.711	283.448	2.220	7327.359	3.352
38.950	3.460	82937.090	301.330	2.544	7402.355	3.573
38.969	3.461	83259.260	232.603	1.803	7421.012	2.441
38.988	3.462	82642.753	234.930	2.032	7274.928	2.187
39.007	3.463	83011.997	264.462	1.128	7355.743	2.294
39.026	3.464	82168.537	237.474	1.396	7504.929	2.802
39.044	3.465	83211.957	212.814	1.679	7411.652	1.832
39.063	3.466	83584.657	221.457	1.248	7205.970	2.136
39.082	3.467	84302.793	242.167	1.701	7268.274	2.141
39.101	3.468	84468.453	212.698	0.968	7293.999	1.888
39.119	3.469	84524.085	274.666	1.315	7178.326	2.259
39.138	3.470	86715.416	232.837	1.960	7132.974	1.854
39.157	3.471	86368.259	238.262	0.969	7508.101	1.735
39.176	3.472	83364.889	316.720	1.909	7064.765	2.484
39.195	3.473	83248.047	233.915	1.057	7429.797	1.808
39.213	3.474	85417.971	209.799	1.446	7225.773	1.933
39.231	3.475	85235.283	321.228	1.741	7221.496	2.880
39.249	3.476	84185.919	251.644	1.890	6901.737	2.345
39.268	3.477	86061.158	188.881	1.218	7210.539	2.121
39.286	3.478	84723.094	199.661	1.374	7142.004	1.619
39.304	3.479	85230.656	241.602	1.980	7158.828	1.380
39.323	3.480	85749.072	254.700	0.952	7074.550	2.298
39.341	3.481	84796.193	215.082	1.859	7382.300	2.244
39.360	3.482	83765.762	245.751	1.834	7224.656	2.988
39.378	3.483	84071.541	304.180	2.019	7075.601	3.824
39.397	3.484	84484.594	244.082	1.708	7136.894	1.563
39.415	3.485	84771.303	232.186	1.128	6963.907	2.423
39.434	3.486	83139.966	279.306	2.374	6791.197	2.339
39.452	3.487	84314.560	177.696	1.128	7225.496	2.419
39.471	3.488	82782.988	265.383	2.123	7105.968	2.257
39.489	3.489	84921.818	233.275	1.252	7116.056	2.144
39.507	3.490	84808.898	263.181	2.014	7047.507	2.293
39.526	3.491	82809.745	212.600	1.137	7056.977	1.556
39.544	3.492	82365.681	242.364	1.874	7095.284	3.654
39.562	3.493	82707.229	234.759	1.224	7229.031	3.529
39.581	3.494	83730.622	280.961	2.011	7390.779	4.450
39.599	3.495	83534.838	251.360	2.092	7296.523	3.550
39.618	3.496	83309.981	214.961	1.879	7355.211	1.511
39.636	3.497	84929.536	233.471	1.899	7439.280	3.178
39.654	3.498	83555.011	219.595	1.695	7606.689	1.917
39.673	3.499	84384.552	225.034	1.505	7748.133	2.005
39.691	3.500	85297.078	222.023	1.505	7944.303	3.344
39.710	3.501	84878.750	245.281	1.673	7728.514	1.691
39.728	3.502	86608.813	225.851	1.630	7779.990	2.429
39.747	3.503	85673.483	262.795	1.883	7746.231	4.994
39.765	3.504	85035.411	252.702	1.958	7660.137	2.803
39.784	3.505	85068.199	221.747	1.735	7619.530	2.905
39.802	3.506	86013.933	267.491	2.549	7741.278	2.837
39.821	3.507	86558.880	358.238	1.539	7484.738	3.640
39.840	3.508	85533.986	239.343	1.726	7750.537	4.711
39.858	3.509	86112.446	238.041	1.683	7804.223	3.082
39.877	3.510	85228.825	214.659	1.924	7865.000	2.954
39.895	3.511	85611.045	290.492	1.423	7715.481	2.414
39.914	3.512	85360.254	249.989	1.846	7785.601	3.297
39.933	3.513	83875.771	211.170	1.766	8025.563	1.557
39.952	3.514	85472.000	231.066	2.585	7931.362	3.478
39.971	3.515	83896.475	248.618	3.249	7844.109	3.192
39.990	3.516	85623.506	328.795	1.511	7813.461	3.625
40.009	3.517	87036.590	259.597	2.204	7947.405	4.298
40.028	3.518	86028.120	245.768	2.370	7939.382	1.979
40.047	3.519	88894.023	289.098	1.545	7830.374	2.532
40.065	3.520	85371.405	216.040	1.743	7809.055	2.778
40.084	3.521	85691.933	301.759	2.304	7626.692	2.234
40.102	3.522	85651.758	276.430	1.460	7802.664	2.492
40.121	3.523	86121.591	275.881	2.199	7835.717	4.328
40.140	3.524	87360.080	228.796	1.323	7712.605	2.748
40.159	3.525	86444.301	249.084	1.680	7516.460	2.057
40.178	3.526	88197.378	237.392	1.641	7593.542	2.236
40.196	3.527	87235.816	231.780	2.068	7653.650	2.838
40.215	3.528	86560.403	240.581	2.005	7553.457	3.329
40.234	3.529	85281.412	244.182	2.183	7643.641	3.814
40.252	3.530	86855.948	251.567	1.381	7744.717	4.632
40.271	3.531	87316.873	240.337	1.181	7863.069	2.695
40.289	3.532	86582.924	283.045	2.093	7628.086	4.308
40.308	3.533	86061.897	293.752	3.021	7612.790	3.069
40.327	3.534	85329.272	247.431	2.671	7895.847	3.650
40.345	3.535	86351.218	281.398	2.491	7769.483	1.430
40.364	3.536	86137.194	230.866	1.408	7891.337	5.275
40.383	3.537	84880.578	239.379	1.314	7821.683	2.443
40.402	3.538	86529.486	227.474	1.694	8021.504	2.233
40.421	3.539	86474.928	245.307	1.885	7960.795	3.586
40.440	3.540	86284.707	284.145	2.569	7763.138	5.613
40.459	3.541	87063.550	259.011	2.321	7792.520	3.422
40.478	3.542	85507.867	296.623	2.318	7671.919	2.208
40.496	3.543	85084.528	224.468	2.991	7912.201	5.258
40.515	3.544	85921.694	239.714	1.597	8041.830	2.234
40.534	3.545	86292.387	286.353	3.529	7906.359	2.989
40.553	3.546	85289.155	239.690	1.894	7950.309	1.925
40.572	3.547	86387.108	284.021	2.602	7672.004	2.475
40.591	3.548	88147.518	241.924	1.695	7928.105	4.159
40.610	3.549	85962.490	218.276	1.836	7925.004	3.188
40.628	3.550	87238.177	237.032	1.584	8020.462	3.236
40.647	3.551	85887.753	235.774	2.922	7853.050	3.083
40.666	3.552	86300.335	259.730	1.388	7956.623	2.611
40.685	3.553	86015.545	258.184	1.471	7800.777	3.174
40.704	3.554	85705.070	283.770	2.412	7720.270	2.943
40.723	3.555	85389.023	213.220	1.699	7933.812	3.907
40.743	3.556	85363.594	204.303	1.227	7982.331	2.495
40.762	3.557	85141.219	264.080	2.269	7834.549	2.467
40.781	3.558	85100.000	283.793	1.987	7793.619	3.331
40.800	3.559	85460.923	292.412	1.057	7625.429	3.088
40.819	3.560	86533.892	247.842	1.101	7711.325	2.561
40.839	3.561	85249.130	307.110	2.315	7492.485	3.496
40.858	3.562	85582.252	278.686	1.619	7625.257	2.271
41.068	3.573	86013.407	255.228	0.926	7806.250	3.159
41.088	3.574	84016.047	239.262	3.150	7824.315	2.947
41.107	3.575	85107.647	215.059	2.488	7843.673	2.604
41.241	3.582	83468.194	345.613	1.928	7742.111	5.482
41.260	3.583	84736.193	320.043	1.993	7926.792	4.435
41.279	3.584	84614.478	326.473	1.786	7950.187	3.582
41.298	3.585	84891.938	323.674	1.551	7953.284	1.199
41.317	3.586	83917.850	329.897	2.617	7877.693	2.452
41.336	3.587	84635.149	388.554	4.308	8113.513	4.100
41.355	3.588	86055.546	399.266	1.834	7819.563	2.233
41.374	3.589	84935.484	281.963	2.029	8239.750	1.581
41.393	3.590	86486.575	426.313	2.448	7920.274	4.189
41.412	3.591	85272.870	336.420	2.089	7985.843	3.450
41.431	3.592	84086.118	383.486	2.474	8389.134	3.291
41.450	3.593	84976.251	272.559	2.009	8173.707	3.169
41.468	3.594	84541.138	282.823	1.665	7963.015	2.444
41.487	3.595	83258.359	354.053	2.091	8031.316	3.231
41.506	3.596	84970.469	363.493	1.963	7919.915	2.561
41.525	3.597	84219.709	314.451	2.535	8120.309	1.463
41.543	3.598	83862.877	330.301	1.234	7828.701	3.124
41.561	3.599	83556.773	374.152	1.925	7763.127	2.332
41.579	3.600	81792.119	327.330	1.514	7729.010	2.147
41.597	3.601	85769.546	419.906	3.097	7582.169	6.938
41.615	3.602	82095.211	294.993	1.844	7606.288	2.646
41.633	3.603	82090.497	290.208	2.540	7495.808	2.254
41.651	3.604	82573.176	341.781	2.463	7599.684	4.558
41.668	3.605	83953.447	329.653	2.960	8290.039	1.698
41.685	3.606	81120.708	234.116	2.398	7601.493	3.687
41.703	3.607	80404.797	327.266	3.420	7759.365	3.378
41.720	3.608	81858.444	322.297	2.146	7580.567	4.139
41.738	3.609	79504.341	352.648	2.255	7859.212	2.796
41.756	3.610	79896.653	239.826	2.946	7892.382	2.521
41.773	3.611	82437.175	341.728	1.800	8041.490	2.116
41.791	3.612	79840.819	281.671	2.011	7918.987	1.518
41.808	3.613	81185.032	220.278	3.235	8312.653	3.385
41.826	3.614	83453.733	289.939	2.016	7936.451	3.111
41.844	3.615	82511.673	343.563	1.601	7786.772	2.953
41.861	3.616	81545.377	312.543	2.286	8010.977	3.037
41.879	3.617	79828.778	327.428	1.805	7931.643	3.963
41.897	3.618	78858.241	293.725	1.912	8007.483	0.889
41.914	3.619	79977.733	286.521	1.302	8001.614	1.059
41.932	3.620	79585.949	306.084	2.669	8104.188	2.277
41.949	3.621	82760.606	266.338	2.352	8163.532	3.267
41.966	3.622	81594.850	323.200	3.221	8446.934	3.897
41.984	3.623	79639.837	298.924	1.599	8070.604	2.456
42.002	3.624	81174.114	331.534	1.293	7993.423	2.034
42.020	3.625	81735.694	342.438	2.492	7816.167	3.063
42.038	3.626	81778.900	378.290	2.190	7905.471	2.791
42.056	3.627	82904.584	298.846	1.557	8031.899	2.172
42.073	3.628	82099.008	372.501	2.767	7813.765	2.692
42.091	3.629	79871.106	356.454	1.230	7328.757	2.797
42.109	3.630	81730.588	288.701	2.763	7549.933	3.717
42.127	3.631	79179.004	286.051	2.392	8077.206	2.403
42.145	3.632	80986.124	328.960	1.703	7875.108	2.656
42.162	3.633	80918.288	309.887	2.408	7738.457	3.307
42.180	3.634	80111.824	295.211	2.237	8143.369	2.221
42.199	3.635	80276.959	271.439	1.566	7649.187	2.600
