/* DATA DESCRIPTION:
Citation:	Hennekam, Rick; Van der Bolt, Bregje; Van Nes, Egbert H; de Lange, Gert J; Scheffer, Marten; Reichart, Gert-Jan (2020): Calibrated XRF-scanning data (mm resolution) for elements Al, Ba, Mo, Ti, and U in Mediterranean core MS66PC. PANGAEA, https://doi.org/10.1594/PANGAEA.923193, 
	In: Hennekam, R et al. (2020): Calibrated XRF-scanning data (mm resolution) and calibration data (ICP-OES and ICP-MS) for elements Al, Ba, Mo, Ti, and U in Mediterranean cores MS21, MS66, and 64PE406E1. PANGAEA, https://doi.org/10.1594/PANGAEA.923197
Keyword(s):	geochemistry; Mediterranean Sea; sapropels; trace elements; XRF-scanning
Project(s):	Geochemical scanning of climate change analogues to assess future hypoxia in restricted basins (SCANALOGUE) (URI: https://www.nioz.nl/en/research/projects/4267-0)
Coverage:	LATITUDE: 33.031670 * LONGITUDE: 31.798730
	DATE/TIME START: 2004-07-11T12:12:52 * DATE/TIME END: 2004-07-11T12:12:52
	MINIMUM DEPTH, sediment/rock: 0.395 m * MAXIMUM DEPTH, sediment/rock: 6.305 m
Event(s):	MS66PC (MIMES_96) * LATITUDE: 33.031670 * LONGITUDE: 31.798730 * DATE/TIME: 2004-07-11T12:12:52 * ELEVATION: -1630.0 m * LOCATION: Nile Fan * CAMPAIGN: MIMES * BASIS: Pelagia (URI: https://www.nioz.nl/en/facilities/research-vessels/RV-pelagia) * METHOD/DEVICE: Piston corer (PC) * COMMENT: MS66PC Bottom
Parameter(s):	AGE [ka BP] (Age) * GEOCODE * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com)
	DEPTH, sediment/rock [m] (Depth) * GEOCODE * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com)
	Aluminium [mg/kg] (Al) * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com) * METHOD/DEVICE: X-ray fluorescence (XRF)
	Barium [mg/kg] (Ba) * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com) * METHOD/DEVICE: X-ray fluorescence (XRF)
	Molybdenum [mg/kg] (Mo) * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com) * METHOD/DEVICE: X-ray fluorescence (XRF)
	Titanium [mg/kg] (Ti) * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com) * METHOD/DEVICE: X-ray fluorescence (XRF)
	Uranium [mg/kg] (U) * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com) * METHOD/DEVICE: X-ray fluorescence (XRF)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	27445 data points
*/
Age [ka BP]	Depth [m]	Al [mg/kg]	Ba [mg/kg]	Mo [mg/kg]	Ti [mg/kg]	U [mg/kg]
87.080	3.900	68808.546	247.573	12.212	5399.460	4.958
87.114	3.901	67230.401	266.440	5.222	5481.811	3.733
87.147	3.902	66388.850	234.247	7.721	5319.862	4.216
87.181	3.903	68462.846	218.832	8.551	5509.622	2.995
87.215	3.904	67576.105	231.354	6.596	5455.008	3.370
87.248	3.905	67853.342	245.807	6.379	5671.040	4.781
87.282	3.906	68461.316	254.974	6.334	5519.365	3.603
87.316	3.907	67445.849	238.399	10.937	5464.247	3.959
87.349	3.908	69029.411	224.360	7.917	5589.974	3.670
87.383	3.909	69186.705	232.091	4.183	5429.143	6.560
87.417	3.910	67157.170	234.702	4.147	5570.293	4.710
87.451	3.911	68036.382	273.134	3.316	5598.095	3.369
87.484	3.912	66380.558	242.436	3.182	5529.836	2.745
87.518	3.913	66862.782	189.782	3.471	5741.025	2.667
87.552	3.914	69330.331	257.131	10.163	5123.003	4.622
87.585	3.915	65321.621	159.643	5.608	5571.098	3.631
87.619	3.916	66418.175	182.681	4.353	5649.937	1.841
87.653	3.917	65201.851	152.769	4.999	5631.809	3.620
87.686	3.918	61795.205	190.574	2.863	5356.189	3.593
87.720	3.919	61877.271	212.464	3.890	5217.814	3.211
87.754	3.920	60476.958	170.617	5.260	5204.021	2.506
87.787	3.921	62315.186	214.668	4.697	5134.012	4.643
87.821	3.922	61304.233	169.874	4.074	5304.982	4.649
87.855	3.923	62163.404	238.252	4.635	5195.416	4.225
87.888	3.924	63774.385	246.975	5.067	5348.553	3.682
87.922	3.925	62909.446	187.900	4.386	5307.446	4.477
87.956	3.926	62514.201	267.348	5.630	5164.032	5.189
87.989	3.927	62632.605	256.397	8.277	5048.748	4.628
88.023	3.928	64842.525	221.536	4.953	5214.538	4.639
88.057	3.929	63108.554	178.503	4.371	5270.926	4.686
88.091	3.930	61516.898	221.654	4.594	5140.741	3.752
88.124	3.931	61474.012	201.794	2.926	5324.056	5.653
88.158	3.932	65595.561	173.388	3.160	5563.011	4.659
88.192	3.933	65679.077	164.949	3.439	5603.368	2.166
88.225	3.934	66211.576	184.034	4.008	5479.957	2.118
88.259	3.935	66915.958	157.276	2.995	5480.166	1.425
88.293	3.936	65699.331	192.240	4.879	5602.193	3.197
88.326	3.937	67580.875	227.203	5.719	5399.562	5.898
88.360	3.938	65358.267	161.706	3.512	5590.249	2.860
88.394	3.939	64377.696	152.929	2.372	5723.893	1.786
88.427	3.940	64608.522	151.450	2.296	5739.736	1.744
88.461	3.941	64057.358	231.958	2.753	5419.188	3.198
88.495	3.942	63801.605	159.760	2.558	5633.433	2.439
88.528	3.943	65677.563	191.776	2.892	5605.081	4.069
88.562	3.944	64132.232	162.238	3.077	5808.929	1.750
88.596	3.945	63951.447	164.519	3.117	5681.677	3.443
88.629	3.946	65177.630	215.270	3.728	5537.711	2.534
88.663	3.947	65296.743	149.246	3.142	5762.893	2.302
88.697	3.948	65249.654	168.974	2.362	5678.524	2.889
88.731	3.949	63588.823	225.750	2.264	5552.340	2.050
88.764	3.950	63750.890	216.632	3.484	5485.054	3.529
88.798	3.951	64616.369	191.104	3.358	5453.506	2.478
88.832	3.952	65605.717	198.103	3.636	5534.428	5.076
88.865	3.953	64676.779	221.017	3.757	5485.005	3.829
88.899	3.954	63198.757	172.903	2.315	5527.333	2.512
88.933	3.955	63690.001	137.484	2.938	5709.053	2.359
88.966	3.956	64440.513	155.551	3.653	5736.953	2.629
89.000	3.957	64689.847	182.692	2.263	5681.403	2.307
89.034	3.958	65049.891	178.830	3.926	5579.882	2.949
89.067	3.959	63592.653	153.040	1.992	5589.086	2.728
89.101	3.960	63901.520	157.846	2.454	5588.958	2.654
89.135	3.961	64649.064	177.497	3.476	5593.976	3.422
89.168	3.962	64205.813	177.050	2.984	5514.344	1.889
89.202	3.963	64356.842	183.510	2.834	5693.998	3.972
89.236	3.964	62460.815	208.537	2.690	5431.133	2.380
89.269	3.965	64024.210	140.710	2.386	5624.738	1.846
89.303	3.966	64052.078	224.475	2.070	5395.035	2.630
89.337	3.967	65192.716	188.809	2.954	5504.511	3.175
89.371	3.968	64397.703	131.852	2.011	5702.046	3.367
89.404	3.969	65113.577	216.994	2.949	5570.903	2.340
89.438	3.970	63797.751	173.232	1.631	5517.849	3.411
89.472	3.971	64900.393	143.434	3.083	5696.910	3.218
89.505	3.972	64814.469	206.397	4.001	5414.533	4.275
89.539	3.973	63930.726	191.722	4.085	5558.917	2.389
89.573	3.974	65427.599	213.993	1.992	5691.445	2.779
89.606	3.975	62789.879	160.453	1.917	5536.860	1.933
89.640	3.976	62303.951	185.179	2.067	5470.314	4.765
89.674	3.977	60846.339	207.664	3.760	5174.668	2.423
89.707	3.978	61672.420	151.840	3.116	5324.761	2.920
89.741	3.979	64165.697	191.700	2.010	5494.606	3.954
89.775	3.980	62800.355	204.512	1.897	5425.026	1.802
89.808	3.981	61364.917	174.408	2.560	5291.004	3.605
89.842	3.982	61288.692	154.325	2.982	5396.154	3.370
89.876	3.983	62749.874	138.360	2.327	5445.236	2.959
89.909	3.984	62819.017	219.533	3.754	5393.791	5.507
89.943	3.985	60061.500	137.882	3.025	5384.320	1.923
89.977	3.986	60313.001	211.528	3.024	5291.752	2.710
90.011	3.987	61434.935	217.828	2.647	5323.156	3.779
90.044	3.988	59926.822	181.537	1.340	5219.490	3.358
90.078	3.989	61302.560	192.401	1.588	5243.869	3.201
90.112	3.990	59124.339	194.114	2.903	5304.827	3.969
90.145	3.991	59362.531	159.598	2.286	5091.954	3.096
90.179	3.992	61061.047	223.076	3.159	5239.342	2.477
90.213	3.993	61209.317	179.888	2.607	5286.739	4.237
90.246	3.994	59696.807	155.332	1.969	5201.613	2.612
90.280	3.995	60179.269	208.496	3.479	5094.788	3.312
90.314	3.996	58894.727	183.814	2.918	5186.141	1.868
90.347	3.997	60108.666	175.334	2.354	5126.901	3.670
90.381	3.998	61220.558	206.039	2.339	5143.060	6.321
90.415	3.999	61476.822	185.955	2.308	5160.969	1.739
90.448	4.000	60293.455	139.083	1.947	5426.142	2.091
90.482	4.001	59335.241	160.323	2.580	5266.016	2.431
90.516	4.002	59091.078	192.651	1.929	5006.333	2.976
90.549	4.003	57170.700	154.395	2.543	5077.344	1.633
90.583	4.004	60052.661	119.010	2.021	5306.213	3.132
90.617	4.005	59142.885	181.270	2.881	5061.380	3.100
90.651	4.006	59165.455	197.002	2.550	5142.556	2.980
90.684	4.007	58409.086	194.775	2.995	5092.802	3.234
90.718	4.008	57843.841	236.421	2.616	4915.793	5.102
90.752	4.009	58954.152	187.917	3.105	5198.350	3.509
90.785	4.010	56617.899	100.947	2.374	5187.696	2.264
90.819	4.011	57313.340	141.550	1.438	5001.960	1.922
90.853	4.012	58369.029	182.388	2.655	4980.251	5.243
90.886	4.013	60148.692	183.440	2.234	5176.469	2.991
90.920	4.014	58739.088	205.959	2.957	5042.824	1.847
90.954	4.015	57348.170	175.621	2.135	4924.905	3.564
90.987	4.016	57181.382	206.834	1.864	4899.197	2.004
91.021	4.017	58403.501	177.123	2.710	4947.244	2.695
91.055	4.018	59869.047	171.878	2.224	5200.993	2.452
91.088	4.019	59622.418	175.465	3.008	5113.407	2.415
91.122	4.020	60054.884	152.601	2.764	5380.795	2.719
91.156	4.021	58578.713	159.408	3.840	5084.380	2.214
91.189	4.022	59379.245	189.380	2.853	5054.827	3.779
91.223	4.023	58349.617	165.259	2.263	5098.803	1.811
91.257	4.024	55796.597	160.591	1.867	4775.598	1.824
91.291	4.025	57120.542	188.534	3.061	4893.290	2.755
91.324	4.026	57946.432	157.052	2.487	4960.260	2.943
91.358	4.027	55851.773	151.506	2.398	4704.721	2.984
91.392	4.028	60291.199	156.472	2.082	5040.777	2.494
91.425	4.029	59107.958	218.427	2.285	4848.627	2.674
91.459	4.030	59260.628	157.899	1.457	4963.473	1.526
91.493	4.031	59378.439	145.503	2.182	4800.848	2.608
91.526	4.032	57110.835	153.051	1.809	4852.539	1.308
91.560	4.033	57762.254	165.789	2.235	4903.695	2.208
91.594	4.034	58060.951	161.870	2.213	4913.769	1.858
91.627	4.035	58888.979	167.641	2.706	4746.092	2.730
91.661	4.036	57954.734	157.686	1.718	4753.761	2.885
91.695	4.037	56206.322	155.389	2.153	4749.369	2.893
91.728	4.038	56194.738	102.591	2.354	4778.329	2.316
91.762	4.039	56155.750	132.112	1.781	4698.096	2.218
91.796	4.040	58305.852	145.428	2.068	4945.367	2.174
91.829	4.041	58311.122	147.029	4.185	4929.105	1.620
91.863	4.042	58581.327	183.965	1.375	4902.162	2.689
91.897	4.043	56480.677	156.603	1.661	4744.188	1.676
91.931	4.044	58285.537	170.961	3.415	4777.789	2.516
91.964	4.045	56909.920	145.410	1.555	4786.167	1.891
91.998	4.046	56603.916	168.528	1.717	4759.614	1.425
92.032	4.047	56638.665	122.770	3.363	4869.011	2.248
92.065	4.048	54387.100	159.969	2.234	4623.403	2.647
92.099	4.049	54622.537	116.467	1.970	4683.796	1.556
92.133	4.050	54259.934	152.581	1.796	4572.013	1.569
92.166	4.051	55481.202	181.306	2.101	4551.919	1.543
92.200	4.052	57982.565	129.067	2.587	4884.883	2.352
92.234	4.053	55735.911	109.871	2.153	4909.392	0.960
92.267	4.054	55123.046	191.697	2.260	4470.560	4.297
92.301	4.055	55178.931	145.314	2.306	4638.609	2.011
92.335	4.056	54244.310	167.952	2.628	4560.750	0.900
92.368	4.057	54875.603	119.785	3.499	4606.796	1.465
92.402	4.058	53417.768	170.610	2.486	4414.496	2.041
92.436	4.059	53458.271	142.753	2.010	4385.763	2.275
92.469	4.060	52235.671	114.469	2.312	4473.407	1.585
92.503	4.061	50506.796	115.442	2.761	4184.968	1.815
92.537	4.062	51211.689	132.063	2.576	4276.106	2.207
92.571	4.063	49065.689	125.500	1.890	4237.269	0.784
92.604	4.064	48157.098	145.697	2.692	4031.430	2.050
92.638	4.065	49268.727	168.038	2.571	4167.111	1.838
92.672	4.066	51114.797	148.078	3.030	4239.805	3.066
92.705	4.067	51936.476	142.458	2.135	4345.078	1.351
92.739	4.068	50974.437	120.561	2.124	4374.779	1.383
92.773	4.069	52530.120	156.115	2.912	4153.890	4.314
92.806	4.070	52192.534	156.973	1.667	4230.874	1.943
92.840	4.071	51758.720	171.039	2.026	4239.127	1.672
92.874	4.072	49417.624	143.363	1.589	4142.798	1.339
92.907	4.073	47979.409	126.032	2.797	4125.285	1.524
92.941	4.074	48246.035	115.858	1.563	4059.736	2.318
92.975	4.075	50046.523	130.741	2.157	4138.828	1.219
93.008	4.076	49525.584	119.423	1.816	4083.159	0.967
93.042	4.077	48976.886	177.221	1.822	3958.070	1.326
93.076	4.078	49026.981	159.323	1.395	4075.340	1.513
93.109	4.079	49959.472	91.014	1.398	4268.219	1.429
93.143	4.080	46530.804	157.373	1.709	3825.838	1.400
93.177	4.081	48108.446	134.187	1.379	3941.090	2.383
93.211	4.082	50654.415	147.199	2.014	4055.093	1.846
93.244	4.083	47326.345	142.172	1.989	3911.971	1.032
93.278	4.084	44460.874	153.718	2.381	3823.242	1.127
93.312	4.085	44418.334	149.072	2.233	3752.245	1.598
93.345	4.086	45554.264	152.826	1.937	3734.712	1.228
93.379	4.087	44516.992	152.905	1.570	3713.680	1.561
93.413	4.088	45848.030	160.871	2.016	3888.499	1.278
93.446	4.089	42035.626	132.911	1.571	3498.188	1.136
93.480	4.090	40703.217	119.685	1.790	3440.283	0.597
93.514	4.091	41911.953	125.856	1.786	3576.067	1.233
93.547	4.092	46165.546	197.225	2.044	3754.994	2.483
93.581	4.093	47166.268	131.047	1.726	3812.866	1.584
93.615	4.094	41830.506	138.243	2.350	3383.733	2.213
93.648	4.095	40535.192	166.383	2.840	3193.574	1.872
93.682	4.096	42985.629	127.518	2.137	3472.343	1.468
93.716	4.097	44012.745	113.191	1.591	3562.986	1.995
93.749	4.098	43159.047	145.512	2.537	3432.531	0.932
93.783	4.099	41923.727	139.780	2.181	3462.679	1.447
93.817	4.100	38818.360	130.904	1.864	3280.529	1.004
93.851	4.101	39795.466	149.526	2.392	3302.667	2.057
93.884	4.102	40387.318	155.134	2.829	3170.182	2.314
93.918	4.103	39930.480	115.611	1.371	3292.838	1.432
93.952	4.104	39266.747	117.769	2.175	3257.363	1.508
93.985	4.105	38754.834	145.007	3.105	3150.661	3.260
94.019	4.106	34962.168	142.250	2.024	2876.791	1.860
94.053	4.107	36854.989	99.689	1.833	3106.731	1.950
94.086	4.108	35962.175	120.979	3.276	2983.058	1.874
94.120	4.109	37128.063	148.163	1.857	3086.173	1.501
94.154	4.110	34057.905	92.438	2.745	2964.323	1.844
94.187	4.111	36359.117	146.432	1.703	2964.903	1.746
94.221	4.112	39660.734	157.457	2.285	3076.019	2.940
94.255	4.113	35385.082	109.605	2.200	2970.416	0.945
94.288	4.114	36172.688	102.989	3.912	3010.706	1.391
94.322	4.115	35948.164	155.513	1.842	2812.841	1.705
94.356	4.116	35939.054	138.540	1.891	2910.852	1.779
94.389	4.117	38837.610	99.625	1.530	3311.305	0.631
94.423	4.118	37687.116	102.940	2.220	3151.518	1.565
94.457	4.119	38560.792	148.781	2.257	2998.683	1.703
94.491	4.120	40104.846	134.776	2.261	3320.812	1.409
94.524	4.121	39247.151	107.790	2.097	3385.485	1.393
94.558	4.122	38530.229	111.396	1.589	3269.163	0.973
94.592	4.123	38984.095	138.874	3.463	3313.115	1.353
94.625	4.124	38153.363	128.760	2.221	3182.332	1.174
94.659	4.125	36773.191	135.801	2.860	3018.457	1.976
94.693	4.126	35804.942	108.618	1.551	3058.716	2.096
94.726	4.127	35037.618	119.807	2.301	3031.139	1.838
94.760	4.128	37000.936	147.223	2.831	2905.827	1.951
94.794	4.129	38367.359	142.685	2.183	3139.210	2.324
94.827	4.130	38423.631	128.754	1.490	3228.992	1.666
94.861	4.131	38468.257	122.043	2.022	3234.281	2.155
94.895	4.132	39179.650	124.148	1.823	3430.330	1.999
94.928	4.133	39222.391	131.412	2.615	3289.778	2.065
94.962	4.134	38995.409	124.670	2.502	3098.352	2.299
94.996	4.135	37857.654	121.372	2.194	3230.379	1.275
95.029	4.136	38530.265	138.898	2.183	3351.264	1.443
95.063	4.137	40329.517	129.633	2.089	3519.168	1.664
95.097	4.138	39062.100	157.236	2.964	3319.292	2.037
95.131	4.139	39575.491	140.858	2.439	3357.915	2.585
95.164	4.140	38265.601	131.550	2.242	3355.483	0.845
95.198	4.141	37361.584	81.004	1.492	3465.517	2.033
95.232	4.142	39108.868	129.995	1.640	3431.734	0.937
95.265	4.143	38557.998	126.138	2.320	3370.571	0.966
95.299	4.144	39246.565	135.039	1.312	3314.477	0.965
95.333	4.145	39518.664	123.167	2.468	3392.942	1.508
95.366	4.146	40384.572	136.073	2.739	3275.059	2.129
95.400	4.147	40440.396	157.002	2.338	3428.896	1.919
95.434	4.148	40340.105	136.337	1.933	3430.814	2.132
95.467	4.149	40920.586	100.937	1.735	3653.402	1.277
95.501	4.150	37148.357	115.092	3.572	3373.550	2.192
95.535	4.151	36675.940	127.240	2.330	3174.559	1.641
95.568	4.152	37522.681	100.775	1.457	3387.288	1.043
95.602	4.153	39012.931	103.269	2.550	3326.045	0.803
95.636	4.154	39435.575	136.835	2.827	3270.562	2.823
95.669	4.155	38450.988	134.368	1.978	3443.508	0.881
95.703	4.156	38578.493	128.182	2.831	3277.866	1.727
95.737	4.157	40350.843	126.273	2.410	3494.404	1.173
95.771	4.158	45105.165	100.208	2.870	3986.421	1.467
95.804	4.159	47298.368	123.600	2.520	4046.400	1.416
95.838	4.160	45267.117	148.276	2.358	3888.001	1.461
95.872	4.161	42206.115	122.005	3.212	3538.770	2.677
95.905	4.162	37388.244	102.280	2.126	3311.230	0.759
95.939	4.163	36107.697	112.518	2.512	3112.775	1.521
95.973	4.164	38352.250	126.425	1.868	3044.600	1.871
96.006	4.165	37416.695	116.038	2.769	3177.676	1.411
96.040	4.166	38319.297	149.421	3.319	3160.093	2.573
96.074	4.167	39396.658	91.890	2.341	3529.907	1.591
96.107	4.168	39357.655	132.921	2.892	3278.993	1.600
96.141	4.169	38508.663	166.892	2.108	3111.624	2.669
96.175	4.170	38579.352	109.529	1.875	3330.716	1.375
96.208	4.171	39200.341	147.350	2.145	3352.423	1.367
96.242	4.172	37843.674	107.013	2.466	3394.678	2.513
96.276	4.173	35331.056	105.961	1.522	3091.445	2.164
96.309	4.174	36965.110	162.919	2.555	2911.079	1.322
96.343	4.175	37511.194	120.439	1.812	3377.454	1.702
96.377	4.176	37767.141	131.356	3.243	3241.336	1.601
96.411	4.177	37874.411	132.305	3.048	3078.726	2.070
96.444	4.178	38635.281	122.758	2.698	3427.531	1.120
96.478	4.179	42949.696	127.604	2.146	3765.359	2.834
96.512	4.180	43638.601	125.800	2.191	3947.623	0.949
96.545	4.181	43247.421	122.615	2.255	3651.696	1.245
96.579	4.182	41178.623	139.984	2.867	3380.873	2.122
96.613	4.183	38945.219	118.482	3.494	3188.075	1.979
96.646	4.184	42913.318	184.559	2.250	3385.727	1.708
96.680	4.185	43706.041	137.451	1.983	3585.583	1.662
96.714	4.186	44726.529	160.671	2.668	3511.952	1.234
96.747	4.187	48298.104	131.953	2.538	3843.012	1.915
96.781	4.188	48602.709	219.793	2.302	3778.785	2.546
96.815	4.189	47074.941	127.791	1.594	3946.455	1.183
96.848	4.190	44493.968	91.279	2.246	3786.287	1.546
96.882	4.191	45871.664	157.294	1.864	3705.199	2.024
96.916	4.192	44277.359	137.581	2.763	3722.679	1.173
96.949	4.193	43248.004	132.925	1.897	3602.073	1.131
96.983	4.194	47905.935	172.151	2.018	4024.187	2.099
97.017	4.195	49799.425	144.276	2.501	4060.983	1.369
97.051	4.196	50402.061	148.328	2.350	4174.226	0.430
97.084	4.197	48262.390	122.348	2.307	4131.694	2.224
97.118	4.198	50577.441	162.823	2.513	4005.982	1.800
97.152	4.199	49895.967	137.339	2.544	4316.277	1.232
97.185	4.200	51978.304	141.830	1.672	4304.465	1.020
97.219	4.201	50876.656	139.335	2.364	4246.630	1.772
97.253	4.202	52002.532	215.906	1.092	4268.600	2.052
97.286	4.203	52636.876	174.588	2.155	4391.948	2.647
97.320	4.204	52081.426	146.440	1.326	4408.612	1.009
97.354	4.205	54409.502	147.160	1.620	4418.468	2.290
97.387	4.206	53916.850	120.065	1.815	4539.381	0.972
97.421	4.207	53647.981	212.077	2.899	4295.839	2.633
97.455	4.208	53938.455	141.952	2.421	4392.057	0.850
97.488	4.209	53797.213	168.434	2.055	4436.883	2.057
97.522	4.210	54978.000	200.216	2.636	4514.990	1.948
97.556	4.211	53825.182	158.050	1.873	4558.130	1.431
97.589	4.212	55305.169	163.021	1.544	4687.113	1.727
97.623	4.213	55280.626	174.758	1.562	4546.114	1.519
97.657	4.214	55925.296	128.569	2.076	4591.953	1.281
97.691	4.215	55452.744	183.024	2.281	4593.886	1.412
97.724	4.216	56165.557	153.320	1.871	4749.592	2.071
97.758	4.217	59035.209	197.716	2.842	4795.367	3.431
97.792	4.218	59507.291	133.012	2.198	5096.848	0.988
97.825	4.219	58321.771	169.530	2.569	4831.212	2.166
97.859	4.220	56587.090	145.606	1.984	4699.007	1.676
97.893	4.221	57904.838	163.631	2.636	4848.320	1.642
97.926	4.222	56469.719	228.355	2.361	4639.407	3.099
97.960	4.223	57626.594	173.505	2.887	4702.227	1.465
97.994	4.224	57646.200	197.104	2.715	4776.817	1.439
98.027	4.225	59657.201	193.379	1.953	4997.871	3.088
98.061	4.226	58699.701	124.509	2.937	5122.955	1.696
98.095	4.227	59568.717	171.074	3.055	4841.626	3.757
98.128	4.228	59262.207	179.259	1.443	4972.977	1.788
98.162	4.229	60423.460	181.412	2.538	5002.060	2.488
98.196	4.230	61449.572	162.393	2.008	5226.337	1.033
98.229	4.231	61848.104	211.087	1.281	5122.649	1.007
98.263	4.232	61990.484	194.749	1.900	4968.984	1.970
98.297	4.233	61648.376	203.719	2.361	4873.782	2.473
98.331	4.234	61919.442	152.337	1.669	5160.816	1.657
98.364	4.235	63062.033	171.862	1.820	5065.753	3.359
98.398	4.236	63112.268	161.761	2.671	5151.668	1.597
98.432	4.237	62072.272	167.472	1.887	5014.381	0.895
98.465	4.238	65475.170	290.624	2.815	5123.308	4.312
98.499	4.239	67693.357	210.582	2.197	5101.277	1.837
98.533	4.240	66619.872	170.110	2.501	5246.464	1.865
98.566	4.241	67856.561	186.359	2.407	5203.265	2.921
98.600	4.242	66895.962	163.141	2.591	5215.626	1.444
98.634	4.243	64723.682	188.878	1.731	5033.690	1.606
98.667	4.244	65467.252	174.503	2.024	5081.214	2.312
98.701	4.245	64234.151	164.961	2.751	5222.808	1.919
98.735	4.246	62218.118	134.486	1.908	5173.868	1.249
98.768	4.247	63607.987	155.425	1.745	5107.432	1.738
98.802	4.248	61691.246	166.492	1.755	5072.931	1.732
98.836	4.249	64551.959	192.009	2.853	5142.341	1.919
98.869	4.250	62626.828	179.547	2.211	5160.499	0.934
98.903	4.251	62801.317	164.853	2.224	5209.256	2.378
98.937	4.252	61819.799	147.399	3.009	5024.096	1.374
98.971	4.253	60345.005	161.339	2.319	4936.751	1.924
99.004	4.254	61309.120	194.179	4.196	4982.166	3.397
99.038	4.255	62968.085	161.716	1.377	4890.102	2.324
99.072	4.256	63536.568	168.467	1.336	4911.218	1.203
99.105	4.257	62031.501	124.256	2.614	5086.030	1.252
99.139	4.258	61497.677	151.202	2.756	5029.735	1.656
99.173	4.259	62502.079	167.707	2.819	4844.566	2.427
99.206	4.260	63774.679	155.127	2.086	5015.098	1.821
99.240	4.261	64522.856	199.911	2.273	5000.112	1.301
99.274	4.262	63649.781	130.729	3.432	5173.584	1.531
99.307	4.263	63863.104	149.671	2.524	5027.451	1.471
99.341	4.264	64710.111	147.400	1.886	4982.817	1.336
99.375	4.265	64389.954	182.766	2.093	4986.691	1.150
99.408	4.266	63897.895	133.086	1.939	5164.095	1.588
99.442	4.267	63826.094	121.892	2.172	5103.499	1.617
99.476	4.268	63837.788	195.397	2.742	4919.214	2.195
99.509	4.269	62783.923	174.240	2.073	5020.821	2.067
99.543	4.270	64089.212	140.063	1.699	5168.226	1.600
99.577	4.271	65646.662	199.335	2.769	5123.360	1.924
99.611	4.272	65081.784	129.773	1.333	5146.208	1.264
99.644	4.273	66123.575	219.542	2.451	5179.250	2.004
99.678	4.274	66047.380	162.383	2.530	5217.332	2.104
99.712	4.275	66370.275	173.708	2.935	5142.177	1.873
99.745	4.276	65650.744	130.899	2.441	5293.278	1.888
99.779	4.277	64417.615	155.475	2.724	5025.023	1.707
99.813	4.278	65519.114	142.169	2.011	5146.550	1.498
99.846	4.279	66748.778	186.108	1.993	5129.222	1.500
99.880	4.280	66549.093	192.166	3.078	5219.251	2.589
99.914	4.281	70086.969	157.134	3.423	5356.611	2.213
99.947	4.282	70639.674	158.302	2.389	5410.247	2.608
99.981	4.283	70315.291	187.701	1.808	5219.096	1.834
100.015	4.284	69149.072	188.886	1.844	5368.321	2.413
100.048	4.285	68211.443	153.225	3.480	5371.469	2.181
100.082	4.286	69093.330	167.536	2.223	5438.762	1.456
100.116	4.287	66430.465	77.245	1.576	5517.333	1.350
100.149	4.288	68087.603	129.184	2.959	5473.012	1.319
100.183	4.289	67758.399	133.164	2.000	5353.560	1.606
100.217	4.290	67598.052	140.018	2.133	5355.422	1.587
100.251	4.291	68163.069	143.099	2.935	5237.531	2.160
100.284	4.292	68753.705	158.463	2.837	5441.141	3.019
100.318	4.293	67211.543	146.317	2.548	5267.854	1.634
100.352	4.294	67909.543	145.760	3.820	5310.222	1.539
100.385	4.295	68405.524	148.441	1.600	5323.419	1.220
100.419	4.296	69970.334	193.333	3.123	5364.734	1.003
100.453	4.297	68804.667	105.907	1.670	5410.759	0.703
100.486	4.298	68579.386	130.948	2.665	5324.006	1.426
100.520	4.299	68696.509	145.110	2.555	5313.899	1.186
100.554	4.300	71355.302	165.056	2.396	5384.427	1.835
100.587	4.301	70281.395	122.872	2.648	5580.672	1.293
100.621	4.302	69397.738	185.889	3.255	5351.776	1.272
100.655	4.303	70908.351	178.793	2.673	5462.440	1.395
100.688	4.304	71073.286	151.031	2.653	5561.224	1.233
100.722	4.305	69976.122	123.924	1.861	5616.764	1.403
100.756	4.306	68713.946	169.868	1.406	5364.826	1.513
100.789	4.307	68736.770	153.919	3.231	5427.743	1.650
100.823	4.308	69468.268	137.629	3.254	5577.166	1.729
100.857	4.309	70467.258	139.743	3.054	5513.036	1.558
100.891	4.310	69227.673	130.507	2.131	5524.810	1.832
100.924	4.311	68186.960	148.539	2.360	5333.068	1.594
100.958	4.312	71788.592	170.152	2.004	5503.768	1.509
100.992	4.313	71728.743	152.150	2.128	5463.362	1.927
101.025	4.314	70062.114	226.142	1.821	5376.790	3.009
101.059	4.315	69152.199	141.308	2.308	5593.510	1.284
101.093	4.316	71575.346	118.723	1.923	5679.530	2.279
